name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-1043 b,Confirmed,,,,,,,0.227,0.021,0.035,38.5053398,0.0001785,0.0001785,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1043,281.662983,47.568584,,,13.604,13.197,13.195,838,,,-0.11,0.187,0.155,0.92,0.06,0.05,0.9,0.07,0.1,,,,,5629,67.58,73.19,,,
Kepler-1044 b,Confirmed,,,,,,,0.238,0.026,0.055,6.77408868,0.00001867,0.00001867,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1044,293.144456,46.666237,,,14.268,13.967,13.903,1507,,,0.04,0.163,0.137,1.08,0.07,0.08,1.11,0.12,0.25,,,,,5985,124.51,112.26,,,
Kepler-1045 b,Confirmed,,,,,,,0.24,0.014,0.019,26.41045478,0.00007194,0.00007194,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1045,284.183296,45.074104,,,14.249,13.842,13.757,971,,,-0.03,0.163,0.146,0.86,0.05,0.04,0.82,0.05,0.06,,,,,5301,59.81,56.01,,,
Kepler-1046 b,Confirmed,,,,,,,0.153,0.01,0.011,14.37508035,0.00004094,0.00004094,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1046,296.755759,46.998291,,,12.123,11.829,11.73,518,,,0,0.092,0.089,1.04,0.04,0.04,1.04,0.06,0.07,,,,,5913,81.92,72.81,,,
Kepler-1047 b,Confirmed,,,,,,,0.186,0.015,0.023,56.1886887,0.0002756,0.0002756,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1047,288.646254,50.788982,,,12.174,11.872,11.803,566,,,0.29,0.062,0.065,1.08,0.04,0.05,1.13,0.09,0.14,,,,,5754,75.6,83.64,,,
Kepler-1047 c,Confirmed,,,,,,,0.088,0.008,0.012,3.18897601,0.00002038,0.00002038,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1047,288.646254,50.788982,,,12.174,11.872,11.803,566,,,0.29,0.062,0.065,1.08,0.04,0.05,1.13,0.09,0.14,,,,,5754,75.6,83.64,,,
Kepler-1048 b,Confirmed,,,,,,,0.144,0.007,0.008,6.92101021,0.00002415,0.00002415,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1048,281.898352,42.165787,,,13.131,12.539,12.447,415,,,0.01,0.16,0.149,0.75,0.04,0.03,0.7,0.03,0.03,,,,,4651,62.38,59.42,,,
Kepler-1049 b,Confirmed,,,,,,,0.085,0.014,0.009,3.27346074,0.00000531,0.00000531,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1049,287.346741,47.772957,,,11.971,11.348,11.18,129,,,-0.33,0.078,0.083,0.51,0.03,0.03,0.49,0.03,0.03,,,,,3864,41.5,42.03,,,
Kepler-105 c,Confirmed,0.014,0.003,0.003,,,,0.117,0.006,0.006,7.125939,0.000017,0.000017,0.072,,,,,,,,,,2014,2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,TTV,Primary Transit,,,Kepler-105,287.88732915,46.276237,,,11.811,11.555,11.503,,,,-0.22,0.47,0.47,1.28,0.12,0.12,1.16,0.24,0.24,,,,,5873,100,100,,,KOI-115
Kepler-1050 b,Confirmed,,,,,,,0.143,0.016,0.043,15.3787546,0.00006915,0.00006915,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1050,282.924996,48.626392,,,12.042,11.753,11.717,555,,,0.03,0.165,0.141,1.09,0.07,0.08,1.13,0.12,0.29,,,,,6010,99.65,90.67,,,
Kepler-1050 c,Confirmed,,,,,,,0.132,0.014,0.031,21.1284569,0.000112,0.000112,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1050,282.924996,48.626392,,,12.042,11.753,11.717,555,,,0.03,0.165,0.141,1.09,0.07,0.08,1.13,0.12,0.29,,,,,6010,99.65,90.67,,,
Kepler-1051 b,Confirmed,,,,,,,0.303,0.06,0.11,25.96200249,0.00008634,0.00008634,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1051,295.158106,40.898849,,,12.221,11.993,12.01,1021,,,0.04,0.166,0.13,1.43,0.16,0.22,1.73,0.34,0.62,,,,,6675,222.6,270.59,,,
Kepler-1052 b,Confirmed,,,,,,,0.261,0.028,0.048,34.8538276,0.000126,0.000126,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1052,295.342731,46.602264,,,13.727,13.393,13.305,1051,,,0,0.175,0.15,1.03,0.07,0.08,1.03,0.11,0.19,,,,,5888,173.26,160.5,,,
Kepler-1053 b,Confirmed,,,,,,,0.087,0.004,0.004,2.41435165,0.00000254,0.00000254,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1053,291.418635,39.127415,,,11.334,10.736,10.585,171,,,0.1,0.171,0.16,0.74,0.04,0.03,0.69,0.03,0.03,,,,,4529,98.25,81.74,,,
Kepler-1054 b,Confirmed,,,,,,,0.235,0.047,0.103,4.30655689,0.00001426,0.00001426,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1054,290.601152,44.556385,,,13.007,12.762,12.693,1050,,,0.09,0.138,0.143,1.22,0.1,0.18,1.34,0.2,0.58,,,,,6209,147.02,106.61,,,
Kepler-1055 b,Confirmed,,,,,,,0.11,0.005,0.006,2.29503623,0.00000347,0.00000347,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1055,290.486779,44.932617,,,11.956,11.628,11.569,422,,,-0.02,0.099,0.098,0.98,0.04,0.03,0.94,0.04,0.04,,,,,5723,61.68,76.28,,,
Kepler-1056 b,Confirmed,,,,,,,0.269,0.054,0.119,27.495606,0.0001457,0.0001457,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1056,299.52598,46.899261,,,13.242,12.895,12.827,971,,,0.02,0.18,0.13,1.12,0.12,0.2,1.2,0.21,0.51,,,,,6127,285.27,199.75,,,
Kepler-1057 b,Confirmed,,,,,,,0.3,0.046,0.098,14.08827448,0.00004045,0.00004045,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1057,297.452152,41.558124,,,14.336,13.977,13.924,1462,,,0.01,0.181,0.132,1.07,0.11,0.15,1.1,0.17,0.36,,,,,5987,296.99,293.78,,,
Kepler-1058 b,Confirmed,,,,,,,0.243,0.029,0.01,110.96546,0.001146,0.001146,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1058,294.595783,45.875034,,,13.729,13.133,13.005,525,,,-0.06,0.171,0.178,0.73,0.05,0.04,0.69,0.04,0.03,,,,,4644,112.73,89.85,,,
Kepler-1059 b,Confirmed,,,,,,,0.154,0.013,0.011,3.76419105,0.00000954,0.00000954,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1059,289.220209,41.706486,,,13.993,13.427,13.351,673,,,-0.15,0.236,0.16,0.75,0.06,0.04,0.72,0.06,0.04,,,,,4906,62.34,81.53,,,
Kepler-106 b,Confirmed,0.00047,0.0088,0.0088,0.00047,0.0088,0.0088,0.073,0.01,0.01,6.16486,,,,,,,,,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.39,0.15,0.15,,,,0.05,0.9,0.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-106,300.863958342,44.3375555656,12.882,12.706,11.752,11.494,11.431,,,,-0.12,0.11,0.11,1,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858,114,114,,,"KIC 8395660, KOI-116"
Kepler-106 c,Confirmed,0.03285,0.01,0.01,,,,0.223,0.029,0.029,13.5708,,,,,,,,,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.69,0.03,0.03,,,,2.71,0.08,0.08,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-106,300.863958342,44.3375555656,12.882,12.706,11.752,11.494,11.431,,,,-0.12,0.11,0.11,1,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858,114,114,,,"KIC 8395660, KOI-116"
Kepler-106 d,Confirmed,0.025,0.025,0,,,,0.085,0.012,0.012,23.9802,,,,,,,,,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.45,0.11,0.11,,,,-2.84,0.9,0.9,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-106,300.863958342,44.3375555656,12.882,12.706,11.752,11.494,11.431,,,,-0.12,0.11,0.11,1,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858,114,114,,,"KIC 8395660, KOI-116"
Kepler-106 e,Confirmed,0.03514,0.018,0.018,0.03514,0.018,0.018,0.228,0.029,0.029,43.8445,,,,,,,,,,,,,2014,2015-11-20,,,,,,,,,,,,,,,,,,,0.28,0.13,0.13,,,,1.95,1,1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-106,300.863958342,44.3375555656,12.882,12.706,11.752,11.494,11.431,,,,-0.12,0.11,0.11,1,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858,114,114,,,"KIC 8395660, KOI-116"
Kepler-1060 b,Confirmed,,,,,,,0.212,0.026,0.04,46.8779367,0.000305,0.000305,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1060,286.025189,39.630929,,,13.436,13.088,12.964,861,,,-0.03,0.192,0.155,0.99,0.07,0.08,0.99,0.11,0.19,,,,,5797,198.61,180.98,,,
Kepler-1061 b,Confirmed,,,,,,,0.177,0.033,0.01,2.75798267,0.00000388,0.00000388,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1061,296.230004,50.27523,,,12.21,11.98,11.934,585,,,-0.03,0.101,0.096,1.09,0.04,0.04,1.07,0.05,0.06,,,,,6067,59.04,71.81,,,
Kepler-1062 b,Confirmed,,,,,,,0.157,0.009,0.008,9.30412078,0.00002394,0.00002394,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1062,283.899402,41.221607,,,13.025,12.444,12.333,388,,,0.11,0.19,0.142,0.75,0.04,0.03,0.7,0.03,0.02,,,,,4597,73.2,61.91,,,
Kepler-1063 b,Confirmed,,,,,,,0.133,0.017,0.036,14.07971466,0.00002871,0.00002871,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1063,290.52675,38.142973,,,11.159,10.83,10.793,365,,,0.09,0.133,0.146,1.09,0.07,0.11,1.14,0.14,0.3,,,,,5945,155.38,188.84,,,
Kepler-1064 b,Confirmed,,,,,,,0.138,0.004,0.006,16.54080322,0.00004111,0.00004111,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1064,291.741637,37.688934,,,12.33,11.888,11.817,374,,,0,0.097,0.101,0.85,0.03,0.03,0.79,0.02,0.02,,,,,5153,59.98,80.62,,,
Kepler-1065 b,Confirmed,,,,,,,0.333,0.032,0.057,3.60930891,0.0000051,0.0000051,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1065,294.511258,38.790501,,,14.178,13.802,13.671,1078,,,-0.01,0.178,0.138,0.94,0.06,0.07,0.93,0.09,0.16,,,,,5635,202.38,166.04,,,
Kepler-1065 c,Confirmed,,,,,,,0.143,0.015,0.021,2.37030743,0.00001691,0.00001691,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1065,294.511258,38.790501,,,14.178,13.802,13.671,1078,,,-0.01,0.178,0.138,0.94,0.06,0.07,0.93,0.09,0.16,,,,,5635,202.38,166.04,,,
Kepler-1066 b,Confirmed,,,,,,,0.211,0.029,0.045,1.93155984,0.00000157,0.00000157,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1066,298.866564,46.502239,,,11.783,11.403,11.362,399,,,-0.03,0.183,0.143,0.98,0.07,0.11,0.98,0.11,0.2,,,,,5762,209.47,287.38,,,
Kepler-1067 b,Confirmed,,,,,,,0.071,0.005,0.011,0.76212926,0.00000273,0.00000273,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1067,285.387409,45.049053,,,13.105,12.778,12.656,689,,,0.03,0.172,0.132,0.95,0.04,0.04,0.93,0.06,0.16,,,,,5592,65.87,63.05,,,
Kepler-1068 b,Confirmed,,,,,,,0.324,0.033,0.079,16.92344113,0.00005446,0.00005446,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1068,294.648164,46.392365,,,14.638,14.319,14.161,1532,,,0.03,0.176,0.142,1.01,0.07,0.07,1.01,0.1,0.25,,,,,5806,169.98,123.65,,,
Kepler-1069 b,Confirmed,,,,,,,0.143,0.012,0.028,23.8990296,0.0001497,0.0001497,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1069,290.979329,47.989002,,,11.945,11.628,11.538,435,,,0.04,0.161,0.14,0.99,0.05,0.05,0.98,0.08,0.17,,,,,5722,104.94,88.79,,,
Kepler-107 b,Confirmed,,,,,,,0.141,0.005,0.005,3.180026,0.000012,0.000012,0.044,,,0.02,0.02,0.2,,,,,2014,2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-107,297.02825925,48.208611,,,11.392,11.114,11.06,,,,-0.092,,,,,,1.41,0.05,0.05,,,,,5851,75,75,,,
Kepler-107 c,Confirmed,,,,,,,0.1485,0.0058,0.0058,4.901441,0.00003,0.00003,0.059,,,0.02,0.02,0.26,,,,,2014,2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-107,297.02825925,48.208611,,,11.392,11.114,11.06,,,,-0.092,,,,,,1.41,0.05,0.05,,,,,5851,75,75,,,
Kepler-107 d,Confirmed,,,,,,,0.09492,0.00553,0.00553,7.95825,0.00011,0.00011,0.082,,,0.14,0.14,0.25,,,,,2014,2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-107,297.02825925,48.208611,,,11.392,11.114,11.06,,,,-0.092,,,,,,1.41,0.05,0.05,,,,,5851,75,75,,,
Kepler-107 e,Confirmed,,,,,,,0.261,0.009,0.009,14.749176,0.000034,0.000034,0.123,,,0.02,0.02,0.18,,,,,2014,2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-107,297.02825925,48.208611,,,11.392,11.114,11.06,,,,-0.092,,,,,,1.41,0.05,0.05,,,,,5851,75,75,,,
Kepler-1070 b,Confirmed,,,,,,,0.154,0.022,0.072,6.2216147,0.00001944,0.00001944,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1070,293.195374,49.316502,,,12.956,12.701,12.681,1040,,,0.03,0.175,0.132,1.21,0.1,0.2,1.32,0.19,0.61,,,,,6261,114.36,114.14,,,
Kepler-1071 b,Confirmed,,,,,,,0.212,0.012,0.006,6.1799844,0.00001367,0.00001367,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1071,293.057996,45.248817,,,14.371,13.97,13.775,964,,,0.01,0.113,0.108,0.86,0.04,0.03,0.81,0.03,0.03,,,,,5215,83.32,78.36,,,
Kepler-1072 b,Confirmed,,,,,,,0.141,0.021,0.064,1.5690665,0.0000029,0.0000029,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1072,292.04438,46.329025,,,12.852,12.604,12.566,976,,,0.07,0.132,0.129,1.2,0.09,0.19,1.32,0.2,0.6,,,,,6199,123.19,102.85,,,
Kepler-1073 b,Confirmed,,,,,,,0.205,0.022,0.044,8.67888593,0.00002409,0.00002409,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1073,294.1527,38.233048,,,13.332,12.957,12.924,837,,,0,0.171,0.138,1,0.07,0.1,1,0.11,0.21,,,,,5792,186.16,252.91,,,
Kepler-1073 c,Confirmed,,,,,,,0.146,0.016,0.03,4.02582254,0.00001484,0.00001484,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1073,294.1527,38.233048,,,13.332,12.957,12.924,837,,,0,0.171,0.138,1,0.07,0.1,1,0.11,0.21,,,,,5792,186.16,252.91,,,
Kepler-1074 b,Confirmed,,,,,,,0.112,0.008,0.021,5.94566534,0.00001443,0.00001443,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1074,284.476545,46.252579,,,12.876,12.211,12.073,245,,,-0.06,0.09,0.08,0.6,0.03,0.02,0.57,0.02,0.02,,,,,4002,33.56,33.45,,,
Kepler-1075 b,Confirmed,,,,,,,0.127,0.029,0.014,1.52372816,0.0000027,0.0000027,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1075,287.501179,47.469269,,,13.217,12.555,12.415,265,,,-0.17,0.105,0.111,0.56,0.03,0.03,0.54,0.03,0.02,,,,,3959,38.69,39.29,,,
Kepler-1076 b,Confirmed,,,,,,,0.071,0.003,0.004,6.14727918,0.00002112,0.00002112,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1076,287.590098,51.060574,,,11.305,10.791,10.664,199,,,-0.01,0.111,0.101,0.79,0.04,0.03,0.74,0.02,0.01,,,,,4868,45.61,38.24,,,
Kepler-1077 b,Confirmed,,,,,,,0.247,0.029,0.062,34.3511874,0.0001503,0.0001503,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1077,291.033636,42.26786,,,13.83,13.481,13.496,1098,,,0.03,0.16,0.126,1.02,0.05,0.06,1.02,0.09,0.23,,,,,5816,113.54,99.93,,,
Kepler-1078 b,Confirmed,,,,,,,0.17,0.029,0.027,3.00725242,0.00001242,0.00001242,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1078,293.200589,43.050037,,,14.398,14.024,13.932,1215,,,-0.01,0.186,0.142,0.94,0.05,0.05,0.92,0.07,0.12,,,,,5612,123.53,100.22,,,
Kepler-1079 b,Confirmed,,,,,,,0.145,0.025,0.029,13.24503188,0.00004886,0.00004886,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1079,299.549499,45.769753,,,11.422,11.151,11.056,481,,,0.21,0.128,0.098,1.08,0.06,0.12,1.36,0.23,0.27,,,,,5758,84.62,90.64,,,
Kepler-108 b,Confirmed,,,,,,,0.8529,0.0473,0.0473,49.18354,0.00018,0.00018,0.292,,,0.22,0.12,0.19,,,,,2014,2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-108,294.5591736,46.062325,,,11.43,11.065,10.983,,,,-0.026,,,0.87,,,2.19,0.12,0.12,,,,,5854,92,92,,,
Kepler-108 c,Confirmed,,,,,,,0.734,0.042,0.042,190.323494,0.000988,0.000988,0.721,,,0.04,0.04,0.19,,,,,2014,2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-108,294.5591736,46.062325,,,11.43,11.065,10.983,,,,-0.026,,,0.87,,,2.19,0.12,0.12,,,,,5854,92,92,,,
Kepler-1080 b,Confirmed,,,,,,,0.293,0.045,0.101,77.2548396,0.0003198,0.0003198,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1080,296.464522,49.182915,,,12.448,12.215,12.176,688,,,0.09,0.143,0.147,1.1,0.06,0.1,1.16,0.14,0.4,,,,,5956,87.98,70.4,,,
Kepler-1081 b,Confirmed,,,,,,,0.09,0.006,0.009,3.85691855,0.00000966,0.00000966,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1081,289.44452,41.317757,,,12.388,11.989,11.907,425,,,0.01,0.155,0.141,0.88,0.04,0.04,0.84,0.05,0.07,,,,,5345,84.9,67.9,,,
Kepler-1082 b,Confirmed,,,,,,,0.1,0.012,0.016,1.5432066,0.00000454,0.00000454,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1082,289.358672,50.598484,,,12.331,11.988,11.97,628,,,-0.06,0.125,0.105,1.03,0.06,0.06,1.14,0.13,0.18,,,,,5923,64.28,80.65,,,
Kepler-1083 b,Confirmed,,,,,,,0.3,0.056,0.014,33.4177993,0.0001854,0.0001854,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1083,283.161951,45.198315,,,14.386,13.932,13.815,912,,,-0.02,0.166,0.155,0.81,0.04,0.04,0.77,0.04,0.03,,,,,5049,46.43,45.47,,,
Kepler-1084 b,Confirmed,,,,,,,0.099,0.013,0.021,2.05333679,0.00000413,0.00000413,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1084,290.101971,48.251137,,,11.178,10.904,10.836,427,,,-0.02,0.108,0.083,1.12,0.06,0.07,1.28,0.17,0.27,,,,,6113,75.56,63.72,,,
Kepler-1085 b,Confirmed,,,,,,,0.644,0.066,0.158,219.3217528,0.0008946,0.0008946,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1085,287.477648,46.141186,,,14.2,13.914,13.891,1518,,,0.08,0.158,0.145,1.11,0.06,0.09,1.14,0.11,0.31,,,,,6000,89.9,83.83,,,
Kepler-1086 b,Confirmed,,,,,,,0.218,0.025,0.031,18.78425728,0.00005283,0.00005283,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1086,295.251155,45.842972,,,13.691,13.067,12.941,464,,,0.06,0.129,0.094,0.7,0.03,0.02,0.66,0.02,0.01,,,,,4350,34.14,45.98,,,
Kepler-1086 c,Confirmed,,,,,,,0.262,0.012,0.01,161.5163345,0.0008629,0.0008629,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1086,295.251155,45.842972,,,13.691,13.067,12.941,464,,,0.06,0.129,0.094,0.7,0.03,0.02,0.66,0.02,0.01,,,,,4350,34.14,45.98,,,
