name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
CoRoT-7 c,Confirmed,0.04266,0.0034,0.0034,0.0264,0.0028,0.0028,,,,3.698,0.003,0.003,0.046,,,0.12,0.06,0.06,,,,0.000307,2009,2017-06-11,,,,2454445,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,CoRoT-7,100.9541667,-1.0627778,11.7,,,,,150,20,20,0.03,0.07,0.07,0.93,0.03,0.03,0.87,0.04,0.04,K0V,1.5,0.3,0.3,5313,73,73,,,
DW Lyn b,Confirmed,5.58,1.44,1.44,5.58,1.44,1.44,,,,,,,1148,0.05,0.05,,,,,,,,2013,2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,DW Lyn,106.790862503,60.6472583571,,,15.45,,,,,,,,,,,,,,,SdB D,,,,,,,,,
EPIC 210894022 b,Confirmed,0.027,0.012,0.012,,,,0.17,0.018,0.018,5.35117,0.00055,0.00055,0.0621,0.0085,0.0092,,,,86.2,1,1,,2017,2017-08-18,,,,,,,,,,2457067.9704,0.0039,0.0044,,,,,,,0.633,0.128,0.091,,,,3.1,1.4,1.4,1309,63,71,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,,,EPIC 210894022,59.8897541778,21.2986861291,11.1,,9.8,9.5,9.4,210,20,20,-0.53,0.05,0.05,0.89,0.02,0.02,1.23,0.1,0.1,,10.77,1.45,1.45,5730,50,50,,,"K2-111, Cl* Melotte 25 PELS 9, 2MASS 03593351 + 211755"
GJ 15 A b,Confirmed,0.0168328981,0.0023597521,0.0023597521,0.0168328981,0.0023597521,0.0023597521,,,,11.4433,0.0016,0.0016,0.0717,0.0034,0.0034,0,,,,,,,2014,2016-02-23,,,,,,,2455874.95,0.21,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 15 A,4.5953555076,44.0229522831,8.08,,,,,3.587,0.01,0.01,-0.32,0.17,0.17,0.375,0.057,0.057,0.3863,0.0021,0.0021,M2V,,,,3567,11,11,,,"HD 1326A, HIP 1475, GX Andromedae, Groombridge 34, M2"
GJ 160.2 b,Confirmed,0.0320926281,0.018557955,0.022646996,0.0320926281,0.018557955,0.022646996,,,,5.2354,0.0065,0.0027,0.053,0.007,0.004,0.06,0.06,0.2,,,,,2014,2014-05-25,355.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 160.2,61.6451723449,-19.1468780083,9.675,,,,,,,,,,,0.69,,,,,,M0V,,,,4347,,,,,
GJ 163 b,Confirmed,0.0334,0.0019,0.0019,0.0334,0.0019,0.0019,,,,8.633,0.00155,0.00155,0.06069,0.0001,0.0001,0.0106,0.05,0.05,,,,,2012,2016-02-23,74.73,15.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 163,62.3167,-53.3736,11.8,,,,,15,0.4,0.4,,,,0.4,,,,,,M3.5,3,2,7,,,,,,
GJ 163 c,Confirmed,0.02285,0.0028,0.0028,0.02285,0.0028,0.0028,,,,25.645,0.0235,0.0235,0.1254,0.0001,0.0001,0.094,0.086,0.086,,,,,2012,2016-09-12,235.4,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 163,62.3167,-53.3736,11.8,,,,,15,0.4,0.4,,,,0.4,,,,,,M3.5,3,2,7,,,,,,
GJ 163 d,Confirmed,0.06945,0.0092,0.0092,0.06945,0.0092,0.0092,,,,600.895,7.56,7.56,1.02689,0.0086,0.0086,0.399,0.077,0.077,,,,,2013,2016-02-23,126.915,20.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 163,62.3167,-53.3736,11.8,,,,,15,0.4,0.4,,,,0.4,,,,,,M3.5,3,2,7,,,,,,
GJ 176 b,Confirmed,0.0265,,,0.0265,,,,,,8.7836,0.0054,0.0054,0.066,,,0,0,0,,,,0.007006,2007,2010-12-17,,,,,,,,,,,,,,,,,,,,,,2454399.79,0.33,0.33,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,GJ 176,70.7333333,18.9580556,9.97,,6.462,5.824,5.607,9.42,0.22,0.22,-0.1,0.2,0.2,0.49,0.014,0.014,0.53,,,M2.5V,,,,,,,,,
GJ 179 b,Confirmed,0.82,0.07,0.07,0.82,0.07,0.07,,,,2288,59,59,2.41,0.04,0.04,0.21,0.08,0.08,,,,0.195935,2010,2016-02-23,153,24,24,2455140,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 179,73.025,6.4766667,11.96,,,,,12.3,0.6,0.6,0.3,0.1,0.1,0.357,0.03,0.03,0.38,0.02,0.02,M3.5,,,,3370,100,100,,,
GJ 180 b,Confirmed,0.0261145896,0.016670706,0.011008956,0.0261145896,0.016670706,0.011008956,,,,17.38,0.02,0.018,0.103,0.014,0.006,0.11,0.11,0.14,,,,,2014,2014-05-25,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 180,73.4582490167,-17.7734139096,10.894,,,,,,,,,,,0.43,,,,,,M2V,,,,3371,,,,,
GJ 180 c,Confirmed,0.020136551,0.012896206,0.01163804,0.020136551,0.012896206,0.01163804,,,,24.329,0.066,0.052,0.129,0.017,0.007,0.09,0.09,0.2,,,,,2014,2014-05-25,234.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 180,73.4582490167,-17.7734139096,10.894,,,,,,,,,,,0.43,,,,,,M2V,,,,3371,,,,,
GJ 229 A b,Confirmed,0.1006827549,0.050326659,0.053472075,0.1006827549,0.050326659,0.053472075,,,,471,12,22,0.97,0.09,0.12,0.1,0.1,0.22,,,,,2014,2017-03-09,148.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 229 A,92.6442305532,-21.8646421676,8.125,,,,,,,,,,,0.58,,,,,,M1 V,,,,3564,,,,,
GJ 27.1 b,Confirmed,0.0409023692,0.020759747,0.012896206,0.0409023692,0.020759747,0.012896206,,,,15.819,0.026,0.049,0.101,0.013,0.009,0.08,0.08,0.16,,,,,2014,2014-05-25,154.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 27.1,9.9951079779,-43.7467781869,11.401,,,,,,,,,,,0.53,,,,,,M0.5V,,,,3542,,,,,
GJ 273 b,Confirmed,0.00909,0.00082,0.00085,0.00909,0.00082,0.00085,,,,18.6498,0.0052,0.0059,0.091101,0.000017,0.000019,0.1,0.07,0.09,,,,,2017,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,1.61,0.15,0.15,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 273,111.852041675,5.2257777894,9.87,,,,4.86,3.8,,,0.09,0.17,0.17,0.29,,,0.293,0.0027,0.0027,M3.5,,,,3382,49,49,,,
GJ 273 c,Confirmed,0.00371,0.0005,0.0005,0.00371,0.0005,0.0005,,,,4.7234,0.0004,0.0004,0.036467,0.000002,0.000002,0.17,0.12,0.13,,,,,2017,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.15,0.15,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 273,111.852041675,5.2257777894,9.87,,,,4.86,3.8,,,0.09,0.17,0.17,0.29,,,0.293,0.0027,0.0027,M3.5,,,,3382,49,49,,,
GJ 3021 b,Confirmed,3.37,0.09,0.09,3.37,0.09,0.09,,,,133.71,0.2,0.2,0.49,,,0.511,0.017,0.017,,,,0.027809,2000,2016-07-29,290.7,3,3,2451545.86,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 3021,4.05,-79.8511111,6.59,,,,,17.62,0.17,0.17,0.1,0.08,0.08,0.9,,,0.9,,,G6 V,8.77,,,5540,75,75,,,
GJ 3138 b,Confirmed,0.0132,0.0019,0.0019,0.0132,0.0019,0.0019,,,,5.974,0.001,0.001,0.057,0.001,0.001,0.11,0.07,0.11,,,,,2017,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,1.93,0.26,0.26,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3138,32.2954166703,-16.339583345,10.98,,,,7.246,,,,-0.3,0.12,0.12,0.681,,,0.5,0.03,0.03,M0,,,,3717,49,49,,,
GJ 3138 c,Confirmed,0.0056,0.001,0.0011,0.0056,0.001,0.0011,,,,1.22003,0.00004,0.00006,0.0197,0.0005,0.0005,0.19,0.13,0.18,,,,,2017,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,1.43,0.26,0.27,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3138,32.2954166703,-16.339583345,10.98,,,,7.246,,,,-0.3,0.12,0.12,0.681,,,0.5,0.03,0.03,M0,,,,3717,49,49,,,
GJ 3138 d,Confirmed,0.033,0.0066,0.0072,0.033,0.0066,0.0072,,,,257.8,3.5,3.6,0.698,0.019,0.018,0.32,0.21,0.2,,,,,2017,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,1.47,0.3,0.35,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3138,32.2954166703,-16.339583345,10.98,,,,7.246,,,,-0.3,0.12,0.12,0.681,,,0.5,0.03,0.03,M0,,,,3717,49,49,,,
GJ 317 b,Confirmed,2.56,0.411,0.683,1.81,0.05,0.05,,,,692,2,2,1.148,,,0.11,0.05,0.05,45,10,10,0.076159,2007,2015-08-01,340,10,10,2451656.7,35,35,,,,,,,,,,,,,,,,,,,73.5,2,2,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,,GJ 317,130.2458333,-23.4563889,12,,6.41,5.9,5.59,15.1,0.22,0.22,0.36,0.2,0.2,0.42,0.05,0.05,,,,M3.5,,,,3510,50,50,,,
GJ 317 c,Confirmed,2,0,0,2,0,0,,,,7300,nan,inf,30,20,10,0.81,0.2,0.2,,,,1.986755,2007,2015-10-16,210,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 317,130.2458333,-23.4563889,12,,6.41,5.9,5.59,15.1,0.22,0.22,0.36,0.2,0.2,0.42,0.05,0.05,,,,M3.5,,,,3510,50,50,,,
GJ 328 b,Confirmed,2.3,13,13,2.3,13,13,,,,4100,300,300,4.5,0.2,0.2,0.37,0.05,0.05,,,,,2013,2014-08-29,,,,2454500,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 328,133.7833,1.54901111,9.98,,,,,19.8,0.8,0.8,0,0.15,0.15,0.69,0.05,0.05,,,,K7,,,,3900,100,100,,,
GJ 3293 b,Confirmed,0.07406,0.0028,0.0028,0.07406,0.0028,0.0028,,,,30.5987,0.008,0.008,0.14339,0.0003,0.0003,0.06,0.04,0.04,,,,,2014,2017-03-18,282.3,24.2,24.2,2455640.3,1.9,1.9,,,,,,,,,,,,,,,,,,,8.6,0.32,0.32,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3293,67.150000012,-25.169166672,11.96,,,,,17.9,3,3,0.02,0.09,0.09,0.42,,,0.404,0.027,0.027,M2.5,,,,3466,49,49,,,
GJ 3293 d,Confirmed,0.024,0.0031,0.0031,0.024,0.0031,0.0031,,,,48.1345,0.006,0.006,0.194,0.00018,0.00018,0.12,0.09,0.13,,,,,2014,2017-03-17,322,14.1,14.1,2455684.9,3.7,3.7,,,,,,,,,,,,,,,,,,,2.42,0.33,0.33,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3293,67.150000012,-25.169166672,11.96,,,,,17.9,3,3,0.02,0.09,0.09,0.42,,,0.404,0.027,0.027,M2.5,,,,3466,49,49,,,
GJ 3293 e,Confirmed,0.0103,0.002,0.002,0.0103,0.002,0.002,,,,13.2543,0.01,0.008,0.0821,0.00004,0.00004,0.21,0.14,0.2,,,,,2017,2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.32,0.32,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3293,67.150000012,-25.169166672,11.96,,,,,17.9,3,3,0.02,0.09,0.09,0.42,,,0.404,0.027,0.027,M2.5,,,,3466,49,49,,,
GJ 3323 b,Confirmed,0.00636,0.00079,0.00082,0.00636,0.00079,0.00082,,,,5.3636,0.0007,0.0007,0.03282,0.00056,0.00054,0.23,0.11,0.11,,,,,2017,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,2.55,0.32,0.33,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3323,75.4895833525,-6.9460833622,12.22,,,,6.736,,,,-0.27,0.09,0.09,0.164,,,0.119,0.027,0.027,M4,,,,3159,49,49,,,
GJ 3323 c,Confirmed,0.00727,0.0015,0.0016,0.00727,0.0015,0.0016,,,,40.54,0.19,0.21,0.1264,0.0022,0.0021,0.17,0.12,0.21,,,,,2017,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.31,0.33,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3323,75.4895833525,-6.9460833622,12.22,,,,6.736,,,,-0.27,0.09,0.09,0.164,,,0.119,0.027,0.027,M4,,,,3159,49,49,,,
GJ 3341 b,Confirmed,0.35717,0.0053,0.0053,0.35717,0.0053,0.0053,,,,14.207,0.007,0.007,0.089,,,0.31,0.11,0.11,,,,,2014,2014-12-17,42.32,4.3,4.3,2455623.7,0.8,0.8,,,,,,,,,,,,,,,,,,,3.04,0.41,0.41,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3341,78.945833349,-31.296111127,12.08,,,,,23.1,0.7,0.7,-0.09,0.09,0.09,0.47,,,0.349,0.027,0.027,M2.5,,,,3526,49,49,,,
GJ 3634 b,Confirmed,0.026,0.007,0.019,0.022,0.0035,0.0035,,,,2.64561,0.00066,0.00066,0.0287,0.0011,0.0011,0.08,0.057,0.057,59,24,24,0.001449,2011,2012-09-10,84,130,130,2454917.04,0.53,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 3634,164.6458333,-31.1441667,11.95,,,,,19.8,0.6,0.6,,,,0.45,0.05,0.05,0.43,0.03,0.03,M2.5,,,,,,,,,
GJ 3942 b,Confirmed,0.0225,0.0019,0.0019,0.0225,0.0019,0.0019,,,,6.905,0.04,0.04,0.0608,0.0068,0.0068,0.121,0.118,0.118,,,,,2017,2017-09-21,112.7,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,3.29,0.12,0.12,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3942,242.262500001,52.943888916,10,,,,,16.93,0.3,0.3,-0.04,0.09,0.09,0.63,0.07,0.07,0.61,0.06,0.06,M0,,,,3867,69,69,,,
GJ 3998 b,Confirmed,0.00777,0.00085,0.00085,0.00777,0.00085,0.00085,,,,2.64977,0.00077,0.00081,0.029,0.001,0.001,0,,,,,,,2016,2016-07-14,,,,,,,2456905.895,0.042,0.042,,,,,,,,,,,,,,,,1.81,0.16,0.14,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3998,259.004166667,11.058333341,10.8,,,,,17.8,0.7,0.7,-0.16,0.09,0.09,0.5,0.05,0.05,0.49,0.05,0.05,M1,,,,3722,68,68,,,
GJ 3998 c,Confirmed,0.0197,0.0024,0.002486,0.0197,0.0024,0.002486,,,,13.74,0.016,0.016,0.089,0.003,0.003,0.049,0.034,0.052,,,,,2016,2016-07-19,,,,,,,2456902.2,0.29,0.24,,,,,,,,,,,,,,,,2.67,0.23,0.28,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 3998,259.004166667,11.058333341,10.8,,,,,17.8,0.7,0.7,-0.16,0.09,0.09,0.5,0.05,0.05,0.49,0.05,0.05,M1,,,,3722,68,68,,,
GJ 422 b,Confirmed,0.0311487273,0.012581664,0.01761433,0.0311487273,0.012581664,0.01761433,,,,26.161,0.098,0.082,0.119,0.011,0.014,0.05,0.05,0.21,,,,,2014,2014-05-25,246.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 422,169.000856292,-56.4523336445,11.516,,,,,,,,,,,0.35,,,,,,M3.5V,,,,3323,,,,,
GJ 433 b,Confirmed,0.01667,0.00597,0.00629,0.01667,0.00597,0.00629,,,,7.3697,0.0036,0.0034,0.06,0.008,0.004,0.05,0.05,0.16,,,,0.006416,2009,2014-05-25,309.39,,,2454287,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Radial Velocity,,,,,GJ 433,173.8625,-32.54,9.79,,,,,9.04,0.15,0.15,-0.22,,,0.48,,,,,,M1.5,,,,3600,,,,,
GJ 433 c,Confirmed,0.14,,,0.14,,,,,,3693,253,253,3.6,,,0.17,0.09,0.09,,,,0.39823,2012,2014-05-25,206,36,36,2456740,462,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,GJ 433,173.8625,-32.54,9.79,,,,,9.04,0.15,0.15,-0.22,,,0.48,,,,,,M1.5,,,,3600,,,,,
GJ 536 b,Confirmed,0.0169,0.002,0.0022,0.0169,0.002,0.0022,,,,8.7076,0.0025,0.0022,0.06661,0.000013,0.00001,0.08,0.06,0.09,,,,,2016,2017-04-02,288.7,50.6,42.5,,,,,,,,,,,,,,,,,,,,,,2.6,0.3,0.33,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 536,210.262500001,-2.655000017,,,,,,10.03,,,-0.08,0.09,0.09,0.52,0.05,0.05,0.5,0.05,0.05,M1,,,,3685,68,68,,,
GJ 581 b,Confirmed,0.05,,,0.05,,,,,,5.36865,0.00009,0.00009,0.041,,,0.031,0.014,0.014,,,,0.006602,2005,2016-02-23,251,26,26,2454753.95,0.39,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,GJ 581,229.8583333,-7.7222222,10.55,,,,,6.21,0.1,0.1,-0.135,,,0.31,0.02,0.02,0.3,0.01,0.01,M2.5V,8,1,1,3498,56,56,Imaging,,GJ 581
GJ 581 c,Confirmed,0.017,,,0.017,,,,,,12.9182,0.0022,0.0022,0.073,,,0.07,0.06,0.06,,,,0.011755,2007,2016-02-23,235,44,44,2454763,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 581,229.8583333,-7.7222222,10.55,,,,,6.21,0.1,0.1,-0.135,,,0.31,0.02,0.02,0.3,0.01,0.01,M2.5V,8,1,1,3498,56,56,Imaging,,GJ 581
GJ 581 e,Confirmed,0.0061,,,0.0061,,,,,,3.14945,0.00017,0.00017,0.028,,,0.32,0.09,0.09,,,,0.004509,2009,2016-02-23,236,17,17,2454750.31,0.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,GJ 581,229.8583333,-7.7222222,10.55,,,,,6.21,0.1,0.1,-0.135,,,0.31,0.02,0.02,0.3,0.01,0.01,M2.5V,8,1,1,3498,56,56,Imaging,,GJ 581
GJ 625 b,Confirmed,0.0095,0.0016,0.0015,0.0095,0.0016,0.0015,,,,14.638,0.013,0.012,0.078399,0.000045,0.000042,0.13,0.09,0.13,,,,,2017,2017-05-19,240,180,70,,,,,,,,,,,,,,,,,,,,,,1.79,0.3,0.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 625,246.354166675,54.303333342,10.17,,,,,6.49,,,-0.38,0.09,0.09,0.3,0.07,0.07,0.31,0.06,0.06,M2,,,,3499,68,68,,,
GJ 649 b,Confirmed,0.328,0.032,0.032,0.328,0.032,0.032,,,,598.3,4.2,4.2,1.135,0.035,0.035,0.3,0.08,0.08,,,,0.109768,2009,2016-02-23,352,15,15,12876,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 649,254.5375,25.7441667,9.7,,,,,10.34,0.15,0.15,0.08,0.06,0.06,0.54,0.05,0.05,,,,M1.5,,,,3700,60,60,,,
GJ 649 c,Confirmed,0.03,0.008,0.008,0.03,0.008,0.008,,,,4.4762,0.0004,0.0004,0.043,0.001,0.001,0.2,0.15,0.15,,,,,2013,2016-02-23,334,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 649,254.5375,25.7441667,9.7,,,,,10.34,0.15,0.15,0.08,0.06,0.06,0.54,0.05,0.05,,,,M1.5,,,,3700,60,60,,,
GJ 667 C b,Confirmed,0.0176,0.0041,0.0044,0.0176,0.0041,0.0044,,,,7.2004,0.0017,0.0017,0.0505,0.0053,0.0044,0.13,0.11,0.1,,,,0.007368,2009,2016-02-23,5.7,360,360,2454443.1,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2,nan,inf,3600,,,,,
GJ 667 C c,Confirmed,0.012,0.0038,0.0047,0.012,0.0038,0.0047,,,,28.14,0.03,0.03,0.125,0.013,0.012,0.02,0.02,0.15,,,,0.018289,2011,2016-10-08,292,360,360,2454462,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2,nan,inf,3600,,,,,
GJ 667 C d,Confirmed,0.01604,0.00535,0.00566,0.01604,0.00535,0.00566,,,,91.61,0.89,0.81,0.276,0.03,0.024,0.03,0.03,0.2,,,,0.044371,2012,2016-02-23,40.11,360,360,2454499,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2,nan,inf,3600,,,,,
GJ 667 C e,Confirmed,0.0085,0.0044,0.005,0.0085,0.0044,0.005,,,,62.24,0.55,0.55,0.213,0.02,0.02,0.02,0.02,0.004,,,,,2013,2016-02-23,28.65,360,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2,nan,inf,3600,,,,,
GJ 667 C f,Confirmed,0.0085,0.0038,0.0044,0.0085,0.0038,0.0044,,,,39.026,0.211,0.194,0.156,0.017,0.014,0.03,0.03,0.16,,,,,2013,2016-02-23,103,360,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2,nan,inf,3600,,,,,
GJ 667 C g,Confirmed,0.0145,0.0072,0.0082,0.0145,0.0072,0.0082,,,,256.2,7.9,13.8,0.549,0.058,0.052,0.08,0.08,0.41,,,,,2013,2016-02-23,51.56,360,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2,nan,inf,3600,,,,,
GJ 674 b,Confirmed,0.04,,,0.04,,,1.13,,,4.6944,0.00182591,0.00182591,0.039,,,0.07,0.0766,0.07,,,,0.00859,2007,2015-02-27,0.5,71.2,71.2,2453823.784,,,,,,,,,,,,,,,,,,,,,9.46,1.09,1.09,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,,GJ 674,262.1666667,-46.8952778,9.38,,,,,4.54,0.03,0.03,-0.28,,,0.35,,,,,,M2.5,0.55,0.45,0.45,3600,100,100,,,
GJ 676 A b,Confirmed,6.7,1.5,1.8,4.733,0.01,0.011,,,,1052.1,0.4,0.4,1.812,0.001,0.002,0.323,0.002,0.002,45,11,21,0.109422,2009,2016-08-03,87.4,0.4,0.4,2455411.9,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,,GJ 676 A,262.5458333,-51.6369444,9.59,,,,,16.45,0.44,0.44,0.23,0.1,0.1,0.71,0.04,0.04,,,,M0V,,,,,,,,,
GJ 676 A c,Confirmed,6.8,0,32.2,6.8,0.1,0.1,,,,7337,92,95,6.6,0.1,0.1,0.2,,,,,,,2012,2016-08-03,356,,,,,,,,,,,,,,,,,,,,,,,,88.7,1.1,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 676 A,262.5458333,-51.6369444,9.59,,,,,16.45,0.44,0.44,0.23,0.1,0.1,0.71,0.04,0.04,,,,M0V,,,,,,,,,
GJ 676 A d,Confirmed,0.014,0.002,0.002,0.014,0.002,0.002,,,,3.6,0.0008,0.0008,0.0413,0.0014,0.0014,0.15,0.09,0.09,,,,,2012,2016-02-23,315,109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 676 A,262.5458333,-51.6369444,9.59,,,,,16.45,0.44,0.44,0.23,0.1,0.1,0.71,0.04,0.04,,,,M0V,,,,,,,,,
