name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
MOA-2011-BLG-293L b,Confirmed,4.8,0.3,0.3,,,,,,,,,,1.1,0.1,0.1,,,,,,,0.00014,2012,2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-293L,268.9125,-28.4769444,,,,,,7700.0,440.0,440.0,,,,0.86,0.06,0.06,,,,,,,,,,,,,
MOA-2011-BLG-322L b,Confirmed,7.8,8.6,4.3,,,,,,,,,,3.6,1.5,1.3,,,,,,,,2013,2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-322,271.225,-27.2208,,,,,,7740.0,970.0,910.0,,,,0.31,0.34,0.17,,,,,,,,,,,,,
MOA-2012-BLG-006 b,Confirmed,8.4,3.9,4.6,,,,,,,,,,10.2,2.4,1.8,,,,,,,,2017,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2012-BLG-006,270.441666682,-29.108888898,,,,,,5300.0,1300.0,800.0,,,,0.49,0.23,0.27,,,,,,,,,,,,,
MOA-2012-BLG-505L b,Confirmed,6.7,3.5,10.6,,,,,,,,,,1.12,0.32,0.67,,,,,,,,2017,2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2012-BLG-505L,268.141666678,-32.040000006,,,,,,7210.0,1100.0,1100.0,,,,,,,,,,M,,,,0.1,0.05,0.16,,,
MOA-2013-BLG-220L b,Confirmed,0.188780165497278,,,,,,,,,,,,0.7,,,,,,,,,,2014,2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2013-BLG-220L,270.987500019,-28.455277758,,,,,,2000.0,,,,,,0.05,,,,,,Brown Dwarf,,,,,,,,,
MOA-2013-BLG-605L b,Confirmed,0.066,0.02,0.02,,,,,,,,,,4.2,0.9,0.9,,,,,,,,2015,2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2013-BLG-605L,269.679166681,-29.398333353,,,,,,3600.0,800.0,600.0,,,,0.19,0.06,0.06,,,,,,,,,,,,,
MOA-2016-BLG-227L b,Confirmed,2.3,1.2,2.6,,,,,,,,,,1.64,0.36,0.93,,,,,,,,2017,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2016-BLG-227L,271.475000018,-27.714166692,,,,,,6400.0,1000.0,1000.0,,,,0.24,0.12,0.27,,,,,,,,,,,,,
MOA-bin-1 b,Confirmed,3.7,2.1,2.1,,,,,,,,,,8.3,4.5,4.5,,,,,,,0.001627,2012,2012-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,,,MOA-bin-1,267.7916667,-29.7938889,,23.0,,,,5100.0,1200.0,1200.0,,,,0.75,0.33,0.33,,,,,,,,,,,,,
OGLE-2003-BLG-235L b,Confirmed,2.6,0.8,0.8,,,,,,,,,,5.1,1.6,1.6,,,,,,,0.000981,2004,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2003-BLG-53 b,,OGLE-2003-BLG-235L,271.3166667,-28.895,,19.7,,,,5200.0,,,,,,0.63,0.08,0.08,,,,,,,,,,,,,MOA-2003-BLG-53
OGLE-2005-071L b,Confirmed,3.5,0.3,0.3,,,,,,,3600.0,0.0,0.0,3.6,0.2,0.2,,,,,,,0.001091,2005,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2005-071L,267.5375,-34.6730556,,19.5,,,,3300.0,400.0,400.0,,,,0.46,0.04,0.04,,,,,,,,,,,,,
OGLE-2005-169L b,Confirmed,0.0444,0.003,0.003,,,,,,,,,,4.0,0.6,2.2,,,,,,,0.001037,2005,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,Microlensing,,,,OGLE-2005-169L,271.5208333,-30.7325,,20.4,,,,4100.0,400.0,400.0,,,,0.69,0.02,0.02,,,,K5,,,,,,,,,
OGLE-2005-390L b,Confirmed,0.017,,,,,,,,,3500.0,,,2.1,,,,,,,,,0.000323,2005,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2005-390L,268.5791667,-30.3772222,,15.7,,,,6500.0,,,,,,0.22,,,,,,M,,,,,,,,,
OGLE-2006-109L b,Confirmed,0.727,0.06,0.06,,,,,,,1790.0,548.0,548.0,2.3,0.5,0.5,,,,64.0,7.0,7.0,0.001523,2008,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2006-109L,268.1458333,-30.0877778,,,,17.17,,1510.0,120.0,120.0,,,,0.51,0.04,0.04,,,,,,,,,,,,,
OGLE-2006-109L c,Confirmed,0.271,0.022,0.022,,,,,,,4931.0,1750.0,1750.0,4.5,1.0,1.0,0.15,0.1,0.1,64.0,8.0,8.0,0.00298,2008,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2006-109L,268.1458333,-30.0877778,,,,17.17,,1510.0,120.0,120.0,,,,0.51,0.04,0.04,,,,,,,,,,,,,
OGLE-2007-BLG-349(AB) b,Confirmed,0.25,0.041,0.041,,,,,,,,,,2.59,0.34,0.43,,,,,,,,2016,2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2007-BLG-349(AB),271.350000008,-26.421944457,,,,,,2760.0,380.0,380.0,,,,0.71,0.12,0.12,,,,,,,,,,,,,
OGLE-2007-BLG-368L b,Confirmed,0.0694,,,,,,,,,,,,3.3,8.8,8.8,,,,,,,0.000559,2008,2009-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2007-BLG-368L,269.1083333,-32.2375,,,,,,5900.0,1400.0,1400.0,,,,0.64,0.26,0.26,,,,,,,,,,,,,
OGLE-2008-BLG-092L b,Confirmed,0.18,,,,,,,,,,,,15.0,,,,,,,,,,2014,2017-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2008-BLG-092L,266.872583343,-34.7265555778,,13.9,,,,7000.0,,,,,,0.71,,,,,,,,,,,,,,,
OGLE-2008-BLG-355L b,Confirmed,4.6,2.2,3.7,,,,,,,,,,,,,,,,,,,,2014,2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2008-BLG-355L,269.786708336,-29.2405277552,,,,,,6800.0,1100.0,1100.0,,,,0.37,0.17,0.3,,,,,,,,,,,,,
OGLE-2009-BLG-151L b,Confirmed,7.5,0.3,0.3,,,,,,,,,,0.31,0.01,0.01,,,,,,,,2013,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2009-232 b,,OGLE-2009-BLG-151L,268.5917,-29.0558,15.84,,,,,390.0,10.0,10.0,,,,0.018,0.001,0.001,,,,,,,,,,,,,MOA-2009-232
OGLE-2011-BLG-0251L b,Confirmed,0.96,0.14,0.14,,,,,,,,,,3.86,0.64,0.64,,,,,,,,2012,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2011-BLG-0251L,264.559083338,-27.1361388938,,,,,,4090.0,660.0,660.0,,,,0.47,0.07,0.07,,,,,,,,,,,,,
OGLE-2011-BLG-0265L b,Confirmed,0.88,0.18,0.27,,,,,,,,,,1.89,0.25,0.25,,,,,,,,2015,2015-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2011-BLG-0265L,269.450000016,-27.394444461,,,,,,4380.0,510.0,450.0,,,,0.211,0.068,0.045,,,,,,,,,,,,,
OGLE-2011-BLG-0420L b,Confirmed,9.4,0.5,0.5,,,,,,,,,,0.19,0.01,0.01,,,,,,,,2013,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2011-BLG-0420L,267.7333,-29.825,14.7,,,,,1990.0,80.0,80.0,,,,0.025,0.001,0.001,,,,,,,,,,,,,
OGLE-2012-BLG-0026L b,Confirmed,0.11,0.002,0.002,,,,,,,,,,3.82,0.3,0.3,,,,,,,,2012,2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0026L,263.5792,-27.1428,,,,,,4080.0,300.0,300.0,,,,0.82,0.13,0.13,,,,,,,,,,,,,
OGLE-2012-BLG-0026L c,Confirmed,0.68,0.1,0.1,,,,,,,,,,4.63,0.37,0.37,,,,,,,,2012,2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0026L,263.5792,-27.1428,,,,,,4080.0,300.0,300.0,,,,0.82,0.13,0.13,,,,,,,,,,,,,
OGLE-2012-BLG-0358L b,Confirmed,1.85,0.19,0.19,,,,,,,,,,0.87,0.03,0.03,,,,,,,,2013,2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0358L,265.6958,-24.2611,,,,,,1760.0,130.0,130.0,,,,0.022,0.002,0.002,,,,,,,,,,,,,
OGLE-2012-BLG-0406L b,Confirmed,2.73,0.43,0.43,,,,,,,,,,3.45,0.26,0.26,,,,,,,,2013,2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0406L,268.325,-30.4711,,,,,,4970.0,290.0,290.0,,,,0.44,0.07,0.07,,,,,,,,,,,,,
OGLE-2012-BLG-0563L b,Confirmed,0.39,0.23,0.14,,,,,,,,,,0.74,0.42,0.26,,,,,,,,2015,2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0563L,271.490500019,-27.7120000236,,,,,,1300.0,800.0,600.0,-0.66,0.07,0.07,0.34,0.2,0.12,,,,,,,,5907.0,89.0,89.0,,,
OGLE-2012-BLG-0724L b,Confirmed,0.47,0.26,0.54,,,,,,,,,,1.6,0.3,0.4,,,,,,,,2016,2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2012-BLG-0724L,268.966666684,-29.818611129,,,,,,6700.0,1200.0,1100.0,,,,0.29,0.16,0.33,,,,M,,,,,,,,,
OGLE-2012-BLG-0950L b,Confirmed,0.11,0.028,0.053,,,,,,,,,,2.7,0.7,0.6,,,,,,,,2016,2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,, MOA-2012- BLG-527 b,,OGLE-2012-BLG-0950L,272.019250002,-29.7315833596,,,,,,3000.0,1100.0,800.0,,,,0.56,0.16,0.12,,,,M,,,,5500.0,,,,, MOA-2012- BLG-527
OGLE-2013-BLG-0102L b,Confirmed,13.6,3.0,3.0,,,,,,,,,,0.8,0.04,0.04,,,,,,,,2014,2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2013-BLG-0102L,268.029500002,-31.6905833528,17.0,,,,,3020.0,210.0,210.0,,,,0.097,0.011,0.011,,,,,,,,,,,,,
OGLE-2013-BLG-0132L b,Confirmed,0.29,0.13,0.16,,,,,,,,,,3.6,1.2,1.4,,,,,,,,2017,2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-0132L,269.764625001,-28.4210277896,,,,,,3900.0,1300.0,1500.0,,,,0.54,0.23,0.3,,,,,,,,,,,,,MOA-2013-BLG-148 
OGLE-2013-BLG-0341L b,Confirmed,0.00522291791209,0.000566340496491835,0.000566340496491835,,,,,,,,,,0.702,0.022,0.022,,,,,,,,2014,2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2013-BLG-0341L,268.029166669,-29.846111138,,,,,,911.0,70.0,70.0,,,,0.1127,0.0089,0.0089,,,,,,,,,,,,,
OGLE-2013-BLG-1721 b,Confirmed,0.64,0.31,0.35,,,,,,,,,,2.6,0.7,0.5,,,,,,,,2017,2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,MOA-2013-BLG-618,,OGL-2013-BLG-1721L,268.126541677,-30.2926944576,,,,,,6300.0,1600.0,1100.0,,,,0.46,0.23,0.26,,,,,,,,,,,,,MOA-2013-BLG-618
OGLE-2013-BLG-1761L b,Confirmed,2.8,1.5,2.5,,,,,,,,,,1.8,0.5,0.5,,,,,,,,2017,2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-1761L,268.408333346,-28.895277805,17.3,,,,,6900.0,1200.0,1000.0,,,,0.33,0.18,0.32,,,,M/K,,,,,,,,,
OGLE-2014-BLG-0124L b,Confirmed,0.64,0.044,0.044,,,,,,,,,,3.48,0.22,0.22,,,,,,,,2014,2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0124L,270.620833343,-28.396388907,,,,,,3600.0,300.0,300.0,,,,0.89,0.05,0.05,,,,,,,,,,,,,
OGLE-2014-BLG-0257L b,Confirmed,36.0,5.0,5.0,,,,,,,,,,0.61,0.07,0.07,,,,,,,,2016,2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2014-BLG-0257L,270.450000016,-28.261944459,,,,,,1250.0,130.0,130.0,,,,0.19,0.02,0.02,,,,M,,,,,,,,,
OGLE-2014-BLG-0676L b,Confirmed,3.09,1.12,1.02,,,,,,,,,,4.4,1.46,2.16,,,,,,,,2016,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0676L,268.104166675,-30.548333356,,,,,,2220.0,830.0,960.0,,,,0.62,0.22,0.2,,,,,,,,,,,,,
OGLE-2014:BLG-1760L b,Confirmed,0.573,0.26,0.431,,,,,,,,,,1.75,0.34,0.34,,,,,,,,2016,2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014:BLG-1760L,269.408333346,-28.963055585,,,,,,6060.0,1110.0,1110.0,,,,0.51,0.28,0.44,,,,,,,,,,,,,
OGLE-2015-BLG-0051L b,Confirmed,0.72,0.07,0.65,,,,,,,,,,0.73,0.08,0.08,,,,,,,,2016,2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,KMT-2015-BLG-0048Lb,,OGLE-2015-BLG-0051,269.66254168,-28.0316944568,16.4,,,,,8200.0,900.0,900.0,,,,0.1,0.01,0.09,,,,G,,,,,,,,,KMT-2015-BLG-0048
OGLE-2015-BLG-0954L b,Confirmed,4.4,1.6,1.6,,,,,,,,,,1.2,,,,,,,,,,2016,2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-0954L,270.183333348,-28.660833355,,,,,,600.0,200.0,400.0,,,,0.37,0.14,0.14,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,Confirmed,0.066,0.006,0.006,,,,,,,,,,2.4,0.3,0.3,,,,,,,,2015,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-0966L,268.754166667,-29.047222234,,,,,,2900.0,400.0,400.0,,,,0.38,0.04,0.04,,,,M,,,,,,,,,
OGLE-2015-BLG-1319L b,Confirmed,45.0,8.0,8.0,,,,,,,,,,0.245,0.07,0.07,,,,,,,,2016,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1319L,269.441666682,-32.472222236,,,,,,5000.0,,,,,,0.58,0.05,0.05,,,,K,,,,,,,,,
OGLE-2016-BLG-0693L b,Confirmed,49.0,18.0,20.0,,,,,,,,,,5.0,,,,,,,,,,2017,2017-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2016-BLG-0693,267.480375018,-23.0399444504,,,,,,5000.0,600.0,600.0,,,,,,,,,,K,,,,,,,,,
OGLE-2016-BLG-1112L b,Confirmed,31.7,8.2,8.2,,,,,,,,,,9.63,1.33,1.33,,,,,,,,2017,2017-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1112,272.151291679,-28.6658055812,,,,,,4840.0,670.0,670.0,,,,1.07,0.28,0.28,,,,,,,,,,,,,
